time_stamp, average time, incremental time, search time,fov check time, total time, percentage of readd
295.149548,0.000843,0.000122,0.000000,1526.000000,0.000757,0.000000
295.159526,0.000836,0.000095,0.000000,1574.000000,0.000575,0.000000
295.169507,0.000831,0.000069,0.000000,1581.000000,0.000638,0.000000
295.179493,0.000844,0.000294,0.000000,1589.000000,0.001388,0.000000
295.189478,0.000849,0.000230,0.000000,1678.000000,0.001032,0.000000
295.199461,0.000852,0.000161,0.000000,1687.000000,0.000976,0.000000
295.209446,0.000850,0.000103,0.000000,1714.000000,0.000755,0.000000
295.219427,0.000847,0.000048,0.000000,1722.000000,0.000728,0.000000
295.229412,0.000846,0.000135,0.000000,1729.000000,0.000807,0.000000
295.239395,0.000842,0.000106,0.000000,1752.000000,0.000670,0.000000
295.249377,0.000843,0.000163,0.000000,1756.000000,0.000896,0.000000
295.259364,0.000838,0.000070,0.000000,1774.000000,0.000574,0.000000
295.269348,0.000837,0.000119,0.000000,1785.000000,0.000802,0.000000
295.279332,0.000835,0.000156,0.000000,1814.000000,0.000748,0.000000
295.289316,0.000840,0.000446,0.000000,1811.000000,0.001051,0.000000
295.299297,0.000834,0.000039,0.000000,1763.000000,0.000560,0.000000
295.309283,0.000832,0.000082,0.000000,1764.000000,0.000742,0.000000
295.319667,0.000834,0.000145,0.000000,1793.000000,0.000934,0.000000
295.329648,0.000832,0.000092,0.000000,1828.000000,0.000731,0.000000
295.339632,0.000830,0.000074,0.000000,1850.000000,0.000694,0.000000
295.349615,0.000828,0.000128,0.000000,1859.000000,0.000722,0.000000
295.359597,0.000828,0.000121,0.000000,1894.000000,0.000801,0.000000
295.369581,0.000824,0.000084,0.000000,1912.000000,0.000628,0.000000
295.379565,0.000831,0.000288,0.000000,1901.000000,0.001230,0.000000
295.389549,0.000826,0.000045,0.000000,1969.000000,0.000556,0.000000
295.399540,0.000836,0.000445,0.000000,1971.000000,0.001388,0.000000
295.409526,0.000839,0.000167,0.000000,2001.000000,0.001061,0.000000
295.419512,0.000841,0.000151,0.000000,2018.000000,0.000931,0.000000
295.429501,0.000838,0.000105,0.000000,2050.000000,0.000706,0.000000
295.439486,0.000835,0.000032,0.000000,2061.000000,0.000581,0.000000
295.449469,0.000834,0.000106,0.000000,2071.000000,0.000766,0.000000
295.459453,0.000831,0.000085,0.000000,2098.000000,0.000636,0.000000
295.469440,0.000830,0.000165,0.000000,2108.000000,0.000787,0.000000
295.479421,0.000828,0.000134,0.000001,2160.000000,0.000677,0.000000
295.489403,0.000826,0.000112,0.000000,2174.000000,0.000686,0.000000
295.499388,0.000832,0.000311,0.000000,2198.000000,0.001293,0.000000
295.509372,0.000827,0.000027,0.000000,2178.000000,0.000467,0.000000
295.519354,0.000829,0.000164,0.000000,2186.000000,0.000947,0.000000
295.529343,0.000828,0.000102,0.000000,2215.000000,0.000765,0.000000
295.539329,0.000826,0.000058,0.000000,2224.000000,0.000632,0.000000
295.549309,0.000825,0.000106,0.000000,2241.000000,0.000792,0.000000
295.559290,0.000821,0.000041,0.000000,2264.000000,0.000488,0.000000
295.569670,0.000819,0.000086,0.000000,2275.000000,0.000649,0.000000
295.579655,0.000817,0.000077,0.000000,2297.000000,0.000709,0.000000
295.589642,0.000814,0.000067,0.000001,2312.000000,0.000574,0.000000
295.599623,0.000817,0.000194,0.000000,2314.000000,0.001041,0.000000
295.609608,0.000814,0.000038,0.000000,2357.000000,0.000533,0.000000
295.619592,0.000817,0.000242,0.000000,2363.000000,0.001131,0.000000
295.629575,0.000819,0.000152,0.000000,2416.000000,0.000930,0.000000
295.639556,0.000819,0.000119,0.000000,2426.000000,0.000833,0.000000
295.649540,0.000819,0.000166,0.000000,2450.000000,0.000806,0.000000
295.659524,0.000815,0.000028,0.000000,2484.000000,0.000512,0.000000
295.669509,0.000814,0.000095,0.000000,2491.000000,0.000739,0.000000
295.679492,0.000813,0.000087,0.000000,2509.000000,0.000686,0.000000
295.689478,0.000811,0.000137,0.000000,2520.000000,0.000683,0.000000
295.699465,0.000809,0.000096,0.000000,2567.000000,0.000613,0.000000
295.709452,0.000808,0.000092,0.000000,2584.000000,0.000647,0.000000
295.719436,0.000813,0.000240,0.000000,2605.000000,0.001282,0.000000
295.729421,0.000815,0.000216,0.000000,2655.000000,0.001073,0.000000
295.739404,0.000816,0.000134,0.000000,2665.000000,0.000874,0.000000
295.749385,0.000815,0.000103,0.000000,2692.000000,0.000731,0.000000
295.759368,0.000814,0.000062,0.000000,2694.000000,0.000670,0.000000
295.769350,0.000814,0.000112,0.000000,2704.000000,0.000853,0.000000
295.779330,0.000811,0.000044,0.000000,2731.000000,0.000542,0.000000
295.789318,0.000809,0.000071,0.000000,2740.000000,0.000575,0.000000
295.799304,0.000806,0.000068,0.000000,2753.000000,0.000508,0.000000
295.809290,0.000805,0.000068,0.000000,2758.000000,0.000720,0.000000
295.819673,0.000804,0.000092,0.000000,2785.000000,0.000653,0.000000
295.829658,0.000801,0.000029,0.000000,2800.000000,0.000522,0.000000
295.839643,0.000804,0.000205,0.000000,2801.000000,0.001135,0.000000
295.849625,0.000806,0.000151,0.000000,2841.000000,0.001039,0.000000
295.859607,0.000808,0.000121,0.000000,2850.000000,0.001020,0.000000
295.869593,0.000807,0.000073,0.000000,2864.000000,0.000622,0.000000
295.879577,0.000803,0.000030,0.000001,2880.000000,0.000447,0.000000
295.889560,0.000802,0.000074,0.000000,2885.000000,0.000623,0.000000
295.899543,0.000801,0.000089,0.000000,2900.000000,0.000756,0.000000
295.909524,0.000800,0.000114,0.000000,2905.000000,0.000677,0.000000
295.919507,0.000799,0.000076,0.000000,2933.000000,0.000613,0.000000
295.929488,0.000797,0.000068,0.000000,2933.000000,0.000604,0.000000
295.939476,0.000800,0.000209,0.000000,2951.000000,0.001162,0.000000
295.949465,0.000801,0.000175,0.000000,3007.000000,0.000952,0.000000
295.959447,0.000802,0.000160,0.000000,3021.000000,0.000887,0.000000
295.969429,0.000801,0.000131,0.000000,3038.000000,0.000704,0.000000
295.979415,0.000799,0.000024,0.000000,3069.000000,0.000555,0.000000
295.989402,0.000798,0.000090,0.000000,3072.000000,0.000709,0.000000
295.999381,0.000798,0.000061,0.000000,3081.000000,0.000721,0.000000
296.009362,0.000796,0.000043,0.000000,3084.000000,0.000541,0.000000
296.019345,0.000794,0.000043,0.000000,3091.000000,0.000522,0.000000
296.029329,0.000793,0.000071,0.000000,3092.000000,0.000671,0.000000
296.039309,0.000794,0.000165,0.000000,3104.000000,0.001032,0.000000
296.049292,0.000793,0.000023,0.000000,3128.000000,0.000548,0.000000
296.059280,0.000794,0.000146,0.000000,3128.000000,0.001035,0.000000
296.069659,0.000796,0.000116,0.000000,3143.000000,0.000955,0.000000
296.079641,0.000796,0.000087,0.000000,3148.000000,0.000901,0.000000
296.089624,0.000795,0.000068,0.000000,3163.000000,0.000656,0.000000
296.099608,0.000793,0.000020,0.000000,3166.000000,0.000492,0.000000
296.109590,0.000793,0.000096,0.000000,3168.000000,0.000794,0.000000
296.119571,0.000793,0.000087,0.000000,3184.000000,0.000727,0.000000
296.129554,0.000792,0.000212,0.000000,3187.000000,0.000738,0.000000
296.139535,0.000791,0.000080,0.000001,3198.000000,0.000615,0.000000
296.149523,0.000789,0.000046,0.000000,3206.000000,0.000583,0.000000
296.159509,0.000792,0.000189,0.000000,3217.000000,0.001165,0.000000
296.169494,0.000794,0.000145,0.000000,3235.000000,0.001004,0.000000
296.179479,0.000795,0.000113,0.000000,3239.000000,0.000954,0.000000
296.189462,0.000794,0.000127,0.000000,3252.000000,0.000747,0.000000
296.199449,0.000792,0.000027,0.000000,3284.000000,0.000484,0.000000
296.209434,0.000792,0.000093,0.000000,3289.000000,0.000687,0.000000
296.219419,0.000791,0.000084,0.000000,3292.000000,0.000682,0.000000
296.229404,0.000789,0.000040,0.000000,3295.000000,0.000468,0.000000
296.239388,0.000787,0.000033,0.000000,3300.000000,0.000495,0.000000
296.249372,0.000785,0.000084,0.000000,3303.000000,0.000583,0.000000
296.259354,0.000786,0.000157,0.000000,3326.000000,0.000886,0.000000
296.269333,0.000786,0.000118,0.000000,3362.000000,0.000810,0.000000
296.279319,0.000787,0.000132,0.000000,3365.000000,0.000923,0.000000
296.289307,0.000786,0.000090,0.000000,3384.000000,0.000609,0.000000
296.299290,0.000785,0.000047,0.000000,3399.000000,0.000602,0.000000
296.309676,0.000784,0.000108,0.000000,3404.000000,0.000777,0.000000
296.319662,0.000783,0.000027,0.000000,3414.000000,0.000508,0.000000
296.329646,0.000783,0.000150,0.000000,3416.000000,0.000906,0.000000
296.339629,0.000783,0.000066,0.000000,3439.000000,0.000654,0.000000
296.349614,0.000782,0.000102,0.000000,3448.000000,0.000693,0.000000
296.359598,0.000783,0.000149,0.000000,3479.000000,0.000876,0.000000
296.369580,0.000781,0.000036,0.000000,3501.000000,0.000570,0.000000
296.379567,0.000783,0.000166,0.000000,3506.000000,0.001067,0.000000
296.389550,0.000784,0.000151,0.000000,3523.000000,0.000908,0.000000
296.399535,0.000786,0.000131,0.000000,3532.000000,0.001135,0.000000
296.409517,0.000786,0.000159,0.000000,3546.000000,0.000817,0.000000
296.419502,0.000784,0.000018,0.000000,3559.000000,0.000496,0.000000
296.429486,0.000784,0.000098,0.000000,3562.000000,0.000737,0.000000
296.439471,0.000783,0.000085,0.000000,3562.000000,0.000666,0.000000
296.449459,0.000782,0.000033,0.000000,3559.000000,0.000505,0.000000
296.459438,0.000780,0.000036,0.000002,3566.000000,0.000456,0.000000
296.469422,0.000779,0.000060,0.000000,3566.000000,0.000572,0.000000
296.479406,0.000780,0.000182,0.000000,3577.000000,0.001003,0.000000
296.489390,0.000780,0.000134,0.000000,3473.000000,0.000866,0.000000
296.499378,0.000782,0.000157,0.000000,3478.000000,0.001020,0.000000
296.509361,0.000781,0.000087,0.000000,3489.000000,0.000605,0.000000
296.519345,0.000779,0.000053,0.000000,3513.000000,0.000517,0.000000
296.529327,0.000779,0.000094,0.000000,3524.000000,0.000791,0.000000
296.539310,0.000778,0.000049,0.000000,3544.000000,0.000572,0.000000
296.549297,0.000777,0.000073,0.000000,3549.000000,0.000559,0.000000
296.559280,0.000776,0.000050,0.000000,3561.000000,0.000538,0.000000
296.569661,0.000775,0.000114,0.000000,3568.000000,0.000644,0.000000
296.579645,0.000775,0.000158,0.000000,3603.000000,0.000869,0.000000
296.589634,0.000774,0.000028,0.000000,3622.000000,0.000547,0.000000
296.599619,0.000776,0.000192,0.000000,3623.000000,0.001053,0.000000
296.609606,0.000774,0.000051,0.000000,3649.000000,0.000526,0.000000
296.619586,0.000775,0.000145,0.000000,3653.000000,0.000900,0.000000
296.629569,0.000774,0.000102,0.000000,3646.000000,0.000662,0.000000
296.639552,0.000773,0.000028,0.000001,3672.000000,0.000426,0.000000
296.649534,0.000772,0.000074,0.000000,3674.000000,0.000609,0.000000
296.659520,0.000771,0.000067,0.000000,3674.000000,0.000729,0.000000
296.669505,0.000771,0.000078,0.000000,3681.000000,0.000637,0.000000
296.679491,0.000769,0.000054,0.000000,3707.000000,0.000525,0.000000
296.689475,0.000769,0.000065,0.000000,3713.000000,0.000604,0.000000
296.699458,0.000770,0.000161,0.000000,3729.000000,0.001077,0.000000
296.709438,0.000771,0.000124,0.000000,3750.000000,0.000843,0.000000
296.719426,0.000771,0.000114,0.000000,3756.000000,0.000951,0.000000
296.729410,0.000771,0.000102,0.000000,3766.000000,0.000694,0.000000
296.739394,0.000769,0.000025,0.000000,3796.000000,0.000464,0.000000
296.749382,0.000769,0.000111,0.000000,3800.000000,0.000670,0.000000
296.759368,0.000768,0.000054,0.000000,3812.000000,0.000569,0.000000
296.769351,0.000767,0.000043,0.000000,3822.000000,0.000499,0.000000
296.779334,0.000765,0.000042,0.000000,3832.000000,0.000496,0.000000
296.789319,0.000764,0.000088,0.000000,3834.000000,0.000603,0.000000
296.799306,0.000765,0.000155,0.000000,3859.000000,0.000895,0.000000
296.809286,0.000764,0.000020,0.000000,3876.000000,0.000536,0.000000
296.819668,0.000766,0.000124,0.000000,3875.000000,0.001089,0.000000
296.829653,0.000766,0.000108,0.000000,3890.000000,0.000847,0.000000
296.839640,0.000766,0.000070,0.000000,3892.000000,0.000769,0.000000
296.849628,0.000766,0.000124,0.000000,3901.000000,0.000738,0.000000
296.859614,0.000764,0.000014,0.000001,3926.000000,0.000402,0.000000
296.869599,0.000763,0.000054,0.000000,3928.000000,0.000582,0.000000
296.879584,0.000763,0.000079,0.000000,3937.000000,0.000769,0.000000
296.889572,0.000763,0.000118,0.000000,3939.000000,0.000736,0.000000
296.899552,0.000764,0.000142,0.000000,3972.000000,0.000961,0.000000
296.909539,0.000763,0.000055,0.000000,3977.000000,0.000546,0.000000
296.919523,0.000765,0.000163,0.000000,3984.000000,0.001146,0.000000
296.929507,0.000765,0.000129,0.000000,4005.000000,0.000868,0.000000
296.939494,0.000766,0.000121,0.000000,4007.000000,0.000963,0.000000
296.949477,0.000766,0.000149,0.000000,4010.000000,0.000724,0.000000
296.959460,0.000765,0.000033,0.000000,4042.000000,0.000493,0.000000
296.969443,0.000764,0.000062,0.000000,4047.000000,0.000594,0.000000
296.979427,0.000763,0.000054,0.000000,4055.000000,0.000601,0.000000
296.989408,0.000762,0.000054,0.000000,4058.000000,0.000508,0.000000
296.999394,0.000761,0.000043,0.000000,4057.000000,0.000530,0.000000
297.009378,0.000760,0.000080,0.000000,4060.000000,0.000607,0.000000
297.019362,0.000761,0.000142,0.000000,4075.000000,0.000882,0.000000
297.029341,0.000761,0.000111,0.000000,4091.000000,0.000790,0.000000
297.039327,0.000762,0.000129,0.000000,4087.000000,0.000907,0.000000
297.049311,0.000761,0.000095,0.000000,4091.000000,0.000628,0.000000
297.059299,0.000760,0.000060,0.000000,4112.000000,0.000605,0.000000
297.069285,0.000760,0.000073,0.000000,4112.000000,0.000731,0.000000
297.079671,0.000759,0.000026,0.000000,4126.000000,0.000507,0.000000
297.089659,0.000759,0.000052,0.000000,4129.000000,0.000639,0.000000
297.099639,0.000759,0.000072,0.000000,4138.000000,0.000759,0.000000
297.109617,0.000759,0.000141,0.000000,4142.000000,0.000747,0.000000
297.119603,0.000759,0.000100,0.000000,4167.000000,0.000810,0.000000
297.129586,0.000758,0.000056,0.000000,4175.000000,0.000606,0.000000
297.139567,0.000761,0.000176,0.000000,4188.000000,0.001325,0.000000
297.149552,0.000759,0.000027,0.000000,4219.000000,0.000504,0.000000
297.159534,0.000760,0.000085,0.000000,4222.000000,0.000817,0.000000
297.169515,0.000760,0.000140,0.000000,4228.000000,0.000890,0.000000
297.179499,0.000759,0.000026,0.000000,4254.000000,0.000569,0.000000
297.189477,0.000759,0.000066,0.000000,4254.000000,0.000670,0.000000
297.199465,0.000759,0.000072,0.000000,4256.000000,0.000765,0.000000
297.209444,0.000758,0.000033,0.000000,4256.000000,0.000567,0.000000
297.219427,0.000759,0.000107,0.000000,4259.000000,0.000914,0.000000
297.229410,0.000758,0.000081,0.000000,4263.000000,0.000626,0.000000
297.239391,0.000759,0.000130,0.000000,4276.000000,0.000996,0.000000
297.249374,0.000760,0.000112,0.000000,4278.000000,0.000843,0.000000
297.259361,0.000761,0.000119,0.000000,4273.000000,0.000980,0.000000
297.269343,0.000760,0.000099,0.000000,4283.000000,0.000674,0.000000
297.279327,0.000759,0.000027,0.000000,4306.000000,0.000552,0.000000
297.289312,0.000761,0.000106,0.000000,4306.000000,0.001174,0.000000
297.299295,0.000760,0.000040,0.000000,4305.000000,0.000572,0.000000
297.309284,0.000760,0.000069,0.000000,4305.000000,0.000665,0.000000
297.319669,0.000760,0.000083,0.000000,4320.000000,0.000709,0.000000
297.329651,0.000760,0.000101,0.000000,4318.000000,0.000706,0.000000
297.339631,0.000760,0.000129,0.000000,4334.000000,0.000957,0.000000
297.349617,0.000760,0.000048,0.000000,4339.000000,0.000594,0.000000
297.359602,0.000761,0.000176,0.000000,4346.000000,0.001151,0.000000
297.369586,0.000760,0.000044,0.000000,4367.000000,0.000571,0.000000
297.379566,0.000761,0.000086,0.000000,4370.000000,0.000824,0.000000
297.389553,0.000762,0.000163,0.000000,4377.000000,0.001044,0.000000
297.399538,0.000761,0.000021,0.000000,4394.000000,0.000533,0.000000
297.409526,0.000760,0.000050,0.000000,4397.000000,0.000626,0.000000
297.419513,0.000761,0.000059,0.000000,4401.000000,0.000830,0.000000
297.429496,0.000760,0.000041,0.000000,4403.000000,0.000494,0.000000
297.439483,0.000760,0.000100,0.000000,4405.000000,0.000771,0.000000
297.449467,0.000759,0.000059,0.000000,4420.000000,0.000615,0.000000
297.459452,0.000760,0.000136,0.000000,4430.000000,0.000949,0.000000
297.469432,0.000760,0.000123,0.000000,4439.000000,0.000831,0.000000
297.479416,0.000761,0.000104,0.000000,4436.000000,0.000916,0.000000
297.489397,0.000760,0.000072,0.000000,4443.000000,0.000697,0.000000
297.499380,0.000759,0.000015,0.000000,4458.000000,0.000455,0.000000
297.509367,0.000759,0.000078,0.000000,4458.000000,0.000695,0.000000
297.519353,0.000759,0.000064,0.000000,4465.000000,0.000663,0.000000
297.529339,0.000758,0.000062,0.000000,4469.000000,0.000575,0.000000
297.539325,0.000758,0.000040,0.000000,4471.000000,0.000651,0.000000
297.549308,0.000758,0.000098,0.000000,4472.000000,0.000734,0.000000
297.559293,0.000758,0.000113,0.000000,4498.000000,0.000889,0.000000
297.569674,0.000757,0.000031,0.000000,4509.000000,0.000575,0.000000
297.579659,0.000758,0.000128,0.000000,4509.000000,0.000955,0.000000
297.589642,0.000758,0.000065,0.000000,4516.000000,0.000621,0.000000
297.599624,0.000757,0.000082,0.000000,4532.000000,0.000665,0.000000
297.609609,0.000758,0.000121,0.000000,4537.000000,0.000813,0.000000
297.619590,0.000757,0.000029,0.000000,4557.000000,0.000475,0.000000
297.629576,0.000756,0.000055,0.000000,4562.000000,0.000672,0.000000
297.639559,0.000756,0.000069,0.000000,4567.000000,0.000695,0.000000
297.649544,0.000755,0.000032,0.000000,4568.000000,0.000474,0.000000
297.659530,0.000755,0.000084,0.000000,4571.000000,0.000743,0.000000
297.669517,0.000754,0.000070,0.000000,4575.000000,0.000552,0.000000
297.679501,0.000756,0.000166,0.000000,4581.000000,0.001118,0.000000
297.689481,0.000756,0.000131,0.000000,4587.000000,0.000875,0.000000
297.699466,0.000756,0.000087,0.000000,4587.000000,0.000835,0.000000
297.709449,0.000756,0.000070,0.000000,4589.000000,0.000695,0.000000
297.719437,0.000755,0.000037,0.000000,4589.000000,0.000579,0.000000
297.729417,0.000755,0.000072,0.000000,4583.000000,0.000701,0.000000
297.739402,0.000755,0.000060,0.000000,4590.000000,0.000611,0.000000
297.749384,0.000754,0.000046,0.000000,4591.000000,0.000531,0.000000
297.759369,0.000754,0.000112,0.000000,4591.000000,0.000766,0.000000
297.769354,0.000754,0.000125,0.000000,4575.000000,0.000662,0.000000
297.779334,0.000753,0.000084,0.000000,4589.000000,0.000606,0.000000
297.789315,0.000752,0.000015,0.000000,4592.000000,0.000427,0.000000
297.799297,0.000753,0.000137,0.000000,4592.000000,0.001013,0.000000
297.809280,0.000753,0.000107,0.000000,4590.000000,0.000788,0.000000
297.819660,0.000753,0.000067,0.000000,4590.000000,0.000717,0.000000
297.829644,0.000753,0.000101,0.000000,4593.000000,0.000720,0.000000
297.839627,0.000752,0.000022,0.000001,4611.000000,0.000424,0.000000
297.849611,0.000751,0.000018,0.000000,4613.000000,0.000393,0.000000
297.859593,0.000751,0.000052,0.000000,4615.000000,0.000748,0.000000
297.869576,0.000750,0.000047,0.000000,4617.000000,0.000569,0.000000
297.879560,0.000750,0.000092,0.000000,4615.000000,0.000789,0.000000
297.889541,0.000750,0.000059,0.000000,4618.000000,0.000551,0.000000
297.899526,0.000750,0.000136,0.000000,4630.000000,0.001001,0.000000
297.909511,0.000751,0.000103,0.000000,4644.000000,0.000906,0.000000
297.919495,0.000751,0.000080,0.000000,4647.000000,0.000811,0.000000
297.929476,0.000751,0.000084,0.000000,4653.000000,0.000667,0.000000
297.939462,0.000750,0.000028,0.000000,4651.000000,0.000536,0.000000
297.949448,0.000750,0.000057,0.000000,4653.000000,0.000617,0.000000
297.959434,0.000749,0.000053,0.000000,4661.000000,0.000578,0.000000
297.969416,0.000749,0.000061,0.000000,4662.000000,0.000630,0.000000
297.979399,0.000748,0.000056,0.000000,4679.000000,0.000543,0.000000
297.989382,0.000748,0.000109,0.000000,4682.000000,0.000660,0.000000
297.999358,0.000748,0.000065,0.000000,4701.000000,0.000654,0.000000
298.009343,0.000747,0.000013,0.000000,4701.000000,0.000438,0.000000
298.019327,0.000747,0.000098,0.000000,4702.000000,0.000902,0.000000
298.029314,0.000747,0.000104,0.000000,4708.000000,0.000727,0.000000
298.039299,0.000747,0.000038,0.000000,4731.000000,0.000590,0.000000
298.049280,0.000747,0.000117,0.000000,4734.000000,0.000775,0.000000
298.059669,0.000746,0.000053,0.000000,4744.000000,0.000588,0.000000
298.069657,0.000745,0.000040,0.000000,4749.000000,0.000503,0.000000
298.079641,0.000745,0.000060,0.000000,4746.000000,0.000732,0.000000
298.089628,0.000745,0.000094,0.000000,4750.000000,0.000652,0.000000
298.099609,0.000745,0.000077,0.000000,4775.000000,0.000654,0.000000
298.109597,0.000744,0.000061,0.000000,4773.000000,0.000522,0.000000
298.119577,0.000745,0.000131,0.000000,4778.000000,0.000938,0.000000
298.129563,0.000745,0.000115,0.000000,4783.000000,0.000797,0.000000
298.139547,0.000745,0.000079,0.000000,4777.000000,0.000849,0.000000
298.149533,0.000745,0.000201,0.000000,4780.000000,0.000816,0.000000
298.159521,0.000745,0.000032,0.000000,4774.000000,0.000539,0.000000
298.169508,0.000744,0.000023,0.000001,4772.000000,0.000436,0.000000
298.179486,0.000745,0.000051,0.000000,4776.000000,0.000995,0.000000
298.189467,0.000744,0.000050,0.000000,4781.000000,0.000573,0.000000
298.199454,0.000744,0.000080,0.000000,4780.000000,0.000767,0.000000
298.209440,0.000744,0.000099,0.000000,4791.000000,0.000629,0.000000
298.219426,0.000745,0.000134,0.000000,4810.000000,0.000986,0.000000
298.229407,0.000744,0.000015,0.000001,4820.000000,0.000412,0.000000
298.239387,0.000744,0.000107,0.000000,4821.000000,0.000889,0.000000
298.249371,0.000744,0.000103,0.000000,4831.000000,0.000755,0.000000
298.259359,0.000744,0.000031,0.000000,4828.000000,0.000574,0.000000
298.269344,0.000744,0.000110,0.000000,4829.000000,0.000797,0.000000
298.279331,0.000744,0.000120,0.000000,4852.000000,0.000686,0.000000
298.289318,0.000743,0.000042,0.000001,4844.000000,0.000509,0.000000
298.299304,0.000743,0.000064,0.000000,4845.000000,0.000817,0.000000
298.309290,0.000743,0.000079,0.000000,4847.000000,0.000637,0.000000
298.319675,0.000742,0.000062,0.000000,4857.000000,0.000593,0.000000
298.329654,0.000742,0.000026,0.000000,4858.000000,0.000465,0.000000
298.339637,0.000742,0.000164,0.000000,4859.000000,0.001023,0.000000
298.349619,0.000743,0.000129,0.000000,4869.000000,0.000954,0.000000
298.359605,0.000743,0.000096,0.000000,4877.000000,0.000759,0.000000
298.369591,0.000743,0.000127,0.000000,4878.000000,0.000817,0.000000
298.379575,0.000743,0.000032,0.000000,4888.000000,0.000496,0.000000
298.389558,0.000742,0.000027,0.000001,4892.000000,0.000409,0.000000
298.399543,0.000742,0.000058,0.000000,4894.000000,0.000729,0.000000
298.409524,0.000741,0.000046,0.000000,4896.000000,0.000511,0.000000
298.419514,0.000740,0.000031,0.000001,4901.000000,0.000455,0.000000
298.429494,0.000740,0.000089,0.000000,4902.000000,0.000587,0.000000
298.439481,0.000740,0.000123,0.000000,4912.000000,0.000996,0.000000
298.449467,0.000740,0.000095,0.000000,4924.000000,0.000745,0.000000
298.459457,0.000741,0.000101,0.000000,4924.000000,0.000841,0.000000
298.469443,0.000741,0.000092,0.000000,4930.000000,0.000675,0.000000
298.479424,0.000740,0.000038,0.000001,4939.000000,0.000504,0.000000
298.489409,0.000739,0.000034,0.000000,4940.000000,0.000455,0.000000
298.499392,0.000739,0.000056,0.000000,4939.000000,0.000673,0.000000
298.509380,0.000739,0.000049,0.000000,4945.000000,0.000621,0.000000
298.519362,0.000738,0.000055,0.000002,4949.000000,0.000492,0.000000
298.529344,0.000738,0.000098,0.000000,4940.000000,0.000637,0.000000
298.539334,0.000738,0.000103,0.000000,4943.000000,0.000848,0.000000
298.549318,0.000738,0.000097,0.000000,4948.000000,0.000834,0.000000
298.559299,0.000739,0.000134,0.000000,4943.000000,0.000958,0.000000
298.569287,0.000739,0.000105,0.000000,4940.000000,0.000798,0.000000
298.579672,0.000739,0.000058,0.000000,4939.000000,0.000694,0.000000
298.589653,0.000739,0.000138,0.000000,4942.000000,0.000771,0.000000
298.599638,0.000739,0.000056,0.000000,4608.000000,0.000602,0.000000
298.609625,0.000738,0.000032,0.000000,4612.000000,0.000528,0.000000
298.619610,0.000738,0.000080,0.000000,4614.000000,0.000770,0.000000
298.629597,0.000738,0.000058,0.000000,4616.000000,0.000733,0.000000
298.639583,0.000738,0.000089,0.000000,4619.000000,0.000745,0.000000
298.649569,0.000738,0.000052,0.000000,4628.000000,0.000551,0.000000
